city,state,name,longitude,latitude,url,description,length
Bruceton Mills,West Virginia,Coopers Rock State Forest,-79.787833,39.655636,http://www.tripleblaze.com/trail.php?c=3&i=1457,"Coopers Rock features 50 miles of hiking trails near Morgantown, WV.",50.00
Cameron,Missouri,Wallace State Park,-94.216347,39.655795,http://www.tripleblaze.com/trail.php?c=3&i=4647,"Wallace State Park is a 500-acre area made up of a six acre lake, several scenic hiking trails and lovely, shaded picnic sites. Located less than an hour from Kansas City, this park is an attraction for many people. Camping, hiking, fishing, picnicking, swimming and canoeing are all popular here. Four hiking trails wind through the park providing visitors with a combined total of about five miles of fun.",5.00
Eagle,Colorado,The Boneyard,-106.81743,39.65609,http://www.tripleblaze.com/trail.php?c=3&i=7927,"The Boneyard is a 7 mile hiking trail in Eagle, Colorado.",7.00
Morrison,Colorado,Lair O' The Bear/Bear Creek Trail,-105.263026,39.656969,http://www.tripleblaze.com/trail.php?c=3&i=147,"Lair O' The Bear/Bear Creek Trail follows rolling terrain over open meadows and through thick forests. Hike alongside creeks and enjoy views of the mountains and the surrounding area. Parts of this trail are popular with families, and this entire out-and-back is popular with mountain bikers so be sure share the trail.",12.00
Flintstone,Maryland,Green Ridge State Forest - Mtn. Bike Trail,-78.50654,39.66158,http://www.tripleblaze.com/trail.php?c=3&i=1737,"Green Ridge State Forest - Mtn. Bike Trail features 12 miles of hiking trails near Flintstone, MD.",12.00
Evergreen,Colorado,Bergen Peak ,-105.35863,39.6632,http://www.tripleblaze.com/trail.php?c=3&i=532,"Bergen Peak trail starts off fairly flat winding its way through a beautiful meadow. Following that the climb starts, there are a few steep sections, but most of the ascent consists of switchbacks.&lt;br /&gt;<br />The official top of the trail doesn't offer much in the way of views because of it's surrounded by trees, however there is a rocky outcropping nearby that has amazing views for hikers to enjoy.",10.00
Smithsburg,Maryland,Appalachian Trail 085: Raven Rock Hollow to MD/PA Line,-77.533264,39.664055,http://www.tripleblaze.com/trail.php?c=3&i=2406,"Section 85 of the AT runs 5.9 miles from Raven Rock Hollow to the MD/PA state line. Along the way it passes the Raven Rock shelter.&lt;br /&gt;<br />&lt;br /&gt;<br />Recommended parking spots:&lt;br /&gt;<br />&quot;Warner Gap&quot; lat=39.6560559927, lon=-77.5382287347&lt;br /&gt;<br />&quot;High Rock&quot; lat=39.6949074627, lon=-77.5233980836&lt;br /&gt;<br />&lt;br /&gt;<br />Note: If you are north bound, pick up the Appalachian Trail section descriptions in Pennsylvania (or just click here).",6.00
Morrison,Colorado,Red Rocks,-105.20109,39.6731,http://www.tripleblaze.com/trail.php?c=3&i=8209,"The Red Rocks area, located around the Red Rocks Amphitheater, is a trail network that winds up the mountain sides above the Hogback and the city of Denver, and amongst the incredible red rock formations.&lt;br /&gt;<br />These trails offer gorgeous views of the surrounding area and the unique rock formations, making for very entertaining hiking.",10.00
Rifle,Colorado,Rifle Falls State Park,-107.700369,39.674266,http://www.tripleblaze.com/trail.php?c=3&i=3611,"Three unique hiking trails meander along the creek and through luxuriant riparian area throughout the park. They provide access to the caves, the top of the falls, and the creek upstream and downstream from the park. The Bobcat Trail follows Rifle Creek to the Colorado Division of Wildlife's Fish Hatchery. See the Trails section for complete trail descriptions. Please use caution as parts of the trails are steep and can become slippery when wet. Come prepared with sturdy hiking boots and plenty of water.",4.00
Idaho Springs ,Colorado,Warren Gulch,-105.53201,39.67537,http://www.tripleblaze.com/trail.php?c=3&i=2212,"Warren Gulch is a high altitude trail located right outside of Idaho Springs. The trail is made of rocky singletrack that makes its way up the mountain with switchbacks. All the climbing will be worth it when you break out of the heavy forest and enjoy the stunning views!&lt;br /&gt;<br />This is a multi-use trail, so please share the path.",17.00
Big Pool,Maryland,Western Maryland Rail Trail,-78.19591,39.689609,http://www.tripleblaze.com/trail.php?c=3&i=4304,"Common activities that people enjoy on the trail include hiking, biking, jogging and inline skating. The easy grade and paved surface make this path ideal for families, the elderly, and persons with disabilities (the trail is very wheelchair friendly) to enjoy a trek outside. The trail is suited to anyone seeking a pleasant, leisurely outdoor experience. Biking and walking are the most popular uses of the WMRT. Pets are permitted on the trail.",23.00
Silver Plume,Colorado,Argentine Pass,-105.7325,39.69423,http://www.tripleblaze.com/trail.php?c=3&i=1488,"Argentine Pass' 21 miles lead over scenic singletrack, 4WD roads, a high alpine pass, and offer incredible mountain vistas. Along the hike you'll come upon the town of Waldorf, a ghost town now, which will take you back in time. &lt;br /&gt;<br />This is a multi-use trail so please practice caution.",21.00
Denver,Colorado,Red Rocks/ Dakota Ridge,-105.20493,39.69448,http://www.tripleblaze.com/trail.php?c=3&i=268,Dakota Ridge is an extremely rocky trail high on the Hogback between Denver and the front range. This is a very entertaining trail with rocks and staircases all over the place and some serious exposure on the tops of cliffs. Expect incredible views of Denver and the front range.,6.00
Morrison,Colorado,Mathew Winters,-105.204884,39.694493,http://www.tripleblaze.com/trail.php?c=3&i=98,"Matthew Winters is a great starting point for a number of different trails, including Dakota Ridge, Red Rocks, Morrison Slide, and more. The Red Rocks trail runs past some amazing rock outcroppings and the Dakota Ridge trail climbs up and then runs along the Hogback, offering great views of Denver and the Front Range. Red Rocks is a fairly easy hike and Dakota Ridge is more challenging.",6.00
Denver,Colorado,Green Mountain,-105.19224,39.69666,http://www.tripleblaze.com/trail.php?c=3&i=275,"With more than 2,400 acres of open space, William Frederick Hayden Park on Green Mountain is the second largest park in Lakewood. &lt;br /&gt;<br />The park features a challenging network of multi-use trails. The summit, at 6,800 feet, offers unique and stunning views of the Denver metropolitan area to the east, as well as high mountain peaks to the west.",7.00
Cumberland,Maryland,Rock Gap State Park - Lakeside Loop,-78.65404,39.699,http://www.tripleblaze.com/trail.php?c=3&i=819,"Rock Gap State Park - Lakeside Loop features 5 miles of hiking trails near Cumberland, MD.",5.00
Dillon,Colorado,CDT CO31: Herman Gulch to Berthoud Pass,-105.85426,39.702428,http://www.tripleblaze.com/trail.php?c=3&i=3288,"Section 31 of the CDT in Colorado runs for 20.4 miles from Herman Gulch to Berthoud Pass on US Hwy 40. Along the way, the trail passes Mount Bethel, Mount Parnassus, Woods Mountain, The Citadel, Pettingell Peak, Hassell Peak, Harrison Mountain, Vasquez Peak, and Stanley Mountain.",20.00
Elkton,Maryland,Fair Hill NRMA,-75.868623,39.705136,http://www.tripleblaze.com/trail.php?c=3&i=4176,"Fair Hill NRMA is a 5, 656-acre area with beautiful fields, large woodlands and the Big Elk Creek. The creek is stocked with fish for the fishermen's convenience. Multi-use trails at the park are open to hikers, mountain bikers and horseback riders. In addition to the multi-use trails, guided trail rides, hay rides and stabling are available to the public from the Fair Hill Stables. A trail map can be purchase at the park office.",80.00
Oakland,Illinois,Walnut Point State Park,-88.028816,39.705544,http://www.tripleblaze.com/trail.php?c=3&i=4002,"Hiking and nature-study enthusiasts will find 2.25 miles of trails weaving through the timber. By using the main park road and the Gray Squirrel-Twin Points connection trail, walkers and joggers can complete a 3-mile exercise loop. All trails are restricted to foot traffic only. The Lakeside Nature Trail (.5 mile) is handicapped accessible.",6.00
Fair Hill/Rising Sun,Maryland,Fair Hill,-75.83787,39.71014,http://www.tripleblaze.com/trail.php?c=3&i=1023,"Fair Hill features 80 miles of hiking trails near Fair Hill/Rising Sun, MD.",80.00
Newark,Delaware,Middle Run/white Clay Combo Ride,-75.71406,39.71374,http://www.tripleblaze.com/trail.php?c=3&i=578,"Middle Run/White Clay features 20 miles of hiking trails near Newark, DE.",20.00
Idaho Springs,Colorado,Barbour Fork Loop,-105.55441,39.71445,http://www.tripleblaze.com/trail.php?c=3&i=694,"Barbour Fork Loop is an OHV trail, open to hikers, that mainly winds throughout the wooded forests of the front country. The trail is not particularly scenic because it stays mostly within tree cover, but it's perfect for a walk in the woods. Enjoy the surrounding aspen forests, but be ready for a tough workout, because there are plenty of steep climbs along this trail.",7.00
Georgetown,Colorado,Saxon Mountain ,-105.69748,39.7149,http://www.tripleblaze.com/trail.php?c=3&i=2420,"Saxon Mountain trail is a rocky and steep path that climbs 2500ft up to the top of Saxon Mountain where you'll hit 11,050ft in elevation. From the top you'll get an amazing view of Mt. Evans and the Divide. &lt;br /&gt;<br />This is a multi-use trail so please share the path!",12.00
Flintstone,Maryland,Rocky Gap State Park,-78.645532,39.715311,http://www.tripleblaze.com/trail.php?c=3&i=4293,"Rocky Gap offers a variety of hiking trails for guests to enjoy. The Lakeside Trail, a moderate 4.5 mile trail that encircles Lake Habeeb, offers hikers scenic beauty of the area. Crossing over four-foot bridges, trekking along the shoreline and winding through the woodlands are what makes this such a diverse trail. Additional trails provide magnificent views.",8.00
Newark,Delaware,Middle Run Natural Area,-75.72361,39.71579,http://www.tripleblaze.com/trail.php?c=3&i=1412,"Middle Run Natural Area features 10 miles of hiking trails near Newark, DE.",10.00
Newark,Delaware,White Clay Creek State Park Triple Loop,-75.72353,39.71579,http://www.tripleblaze.com/trail.php?c=3&i=1039,"White Clay Creek State Park Triple Loop features 10 miles of hiking trails near Newark, DE.",10.00
Golden,Colorado,Apex Park,-105.20924,39.71646,http://www.tripleblaze.com/trail.php?c=3&i=300,"Apex Trail is in the Jefferson County trail system, and the eastern access is in the City of Golden. The trail is 2.3 miles long gaining up to 1,500 feet in elevation. There are exposed steep trails at time with views of Denver and Golden. &lt;br /&gt;<br />Apex Park also features the Enchanted Forest Loop, at 5.6 miles round-trip, which features gentle slopes and scenic views of the forest. The Pick N' Sledge loop is also available, at 4.4 miles, but it is mainly used as a mountain bike trail.&lt;br /&gt;<br />These trails are multi-use so please practice caution.",8.00
Pen Mar,Pennsylvania,Appalachian Trail: Pennsylvania,-77.507624,39.71999,http://www.tripleblaze.com/trail.php?c=3&i=3318,"The Appalachian Trail runs for 231 miles through the state of Pennsylvania, on its way from Georgia to Maine. It runs from the &lt;a href=&quot;http://www.tripleblaze.com/3/3301/Maryland/Appalachian-Trail--Maryland.html&quot;&gt;Maryland&lt;/a&gt; border to the &lt;a href=&quot;http://www.tripleblaze.com/Hiking-Trails/New-Jersey_34.html&quot;&gt;New Jersey&lt;/a&gt; border. &lt;br /&gt;<br />If you are looking for detailed information about each section of the AT in PA, please click on the individual section listings below.",231.00
Springfield,Illinois,East Lick Creek Trail,-89.67982,39.72015,http://www.tripleblaze.com/trail.php?c=3&i=1942,"East Lick Creek Trail features 7 miles of hiking trails near Springfield, IL.",7.00
Pen Mar,Pennsylvania,Appalachian Trail 086: PA/MD Line to US 30 (Caledonia State Park),-77.506727,39.720901,http://www.tripleblaze.com/trail.php?c=3&i=2407,"The Appalachian Trail runs 17.9 miles between the PA/MD state line and US Hwy 30 (Caledonia State Park).&lt;br /&gt;<br />&lt;br /&gt;<br />Along the way it passes Mount Dunlop, PA Hwy 16, Mentzer Gap Rd., Deer Lick Shelter, Rattlesnake Run Rd., Antietam Shelter, Tumbling Run Rd., Tumbling Run Shelter, Snowy Mountain, Snowy Mountain Rd., PA Hwy 233, and Rocky Mountain Shelter.&lt;br /&gt;<br />&lt;br /&gt;<br />Note: If you are south bound, pick up the Appalachian Trail section descriptions in Maryland (or click here).",18.00
